company,job_title,location,salary,company_size,company_founded,company_type,company_industry,company_sector,company_revenue,job_description
Medibank3.5 ★,Senior Commercial Performance Analyst,Docklands,"$98,242",1001 to 5000 Employees,1975,Company - Public,Healthcare Services & Hospitals,Healthcare,Unknown / Non-Applicable,"Will you actively create a healthier future for tomorrow?  At Medibank we’re encouraged to think big. We have a clear purpose to impact better health outcomes for our customers, patients and our community.  We celebrate diversity of thought because we want to make better decisions for our customers. As we work towards our goal of better health for better lives, we value the knowledge and contribution of Aboriginal and Torres Strait Islanders. We are working hard to create an inclusive workplace and develop Indigenous careers.   The role In this role that sits in the Commercial Performance Squad within Strategy and Analytics, you will have the opportunity to support the Financial Products team to deliver analytical insights and recommendations.  The best part of the role? No two days will look the same and you will always have the opportunity to apply your analytical expertise to some of our most interesting problems. As a Senior Analysis you will partner with the Financial Products squads to enable timely and informed decision making that enhances member and enterprise value.  Where you can add value Use advance analytics techniques, systems and software to resolve key questions in a timely fashion by developing fact-based strategic recommendations. Use appropriate prioritisation criteria and techniques when evaluating issues and initiatives. Enhance data management processes, tools and capabilities by contributing to continuous improvement activity and lifting skills by sharing knowledge and experience. Forming a detailed understanding of available datasets using a range of analytical toolsets and strong data analytics background in SQL and SAS Building reports in line with needs of the business – with a specific focus on supporting the Squads with insight development. This role will require querying, managing and consolidating large databases, and subsequently presenting insights in clear and digestible formats, e.g. charts or comparisons vs. a comparison cohort, to have sustainable impacts; including supporting adhoc data request.  Now, who are you?  Enough about us, let’s talk about you… you have outstanding quantitative skills and structured thinking abilities. You are super comfortable with business and financial concepts with basic understanding on profitability & growth drivers.  Presentation skills with the ability to confidently structure and communicate complexity across the business is also essential for this role. You’re a big picture sort of thinker with strong commercial acumen. You might be known as a self-starter who can manage competing stakeholders, time, and priorities effectively. You are analytical with a strong attention to detail and your problem-solving ability is one of your strengths. Your approach to work is innovative and collaborative.  In terms of technical skills, the below will also apply to you:  Proven track record in analytics, you’re highly proficient in Excel and SQL. Tableau is not essential, but desirable. Advanced ability in data extraction and mining. Demonstrated expertise in using extremely large, complex data sets to draw conclusions and effectively communicate findings with both technical & non-technical teams Good listening skills and ability to gather and understand the user requirements; effectively liaising with stakeholders across the business and comfortable at influencing others Ability to deal with complexity and apply structured thinking and problem solving techniques Analytics experience working in large (ASX-listed) organisations and also be degree qualified.  A career with us At Medibank, we believe work is something we do, not somewhere we go. Our modes of working – Collaboration, Connection and Concentration – help inform how your day is structured and where you choose to work will vary, depending on your role and requirements.  The wellbeing of our employees is our priority. We encourage you to talk to us about any adjustments or additional support you may require during the recruitment process, as well as how this role can be flexible for you. Virtual interviews are always on offer and will not adversely impact your application.  We offer a range of great benefits such as subsidised private health insurance, rewards and discounts, and health and wellbeing initiatives. To find out more, click here.  To start small and impact bigger.Show moreReport"
IRI Worldwide (Australia)3.6 ★,Reporting Analyst,Rhodes,"$111,425",1001 to 5000 Employees,1979,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,"Let’s be unstoppable together! Circana (formerly IRI and NPD) is the leading advisor on the complexity of consumer behaviour.  Through unparalleled technology, advanced analytics, cross-industry data and deep expertise, we provide clarity that helps almost 7,000 of the world’s leading brands and retailers take action and unlock business growth. At Circana, we are fuelled by our passion for continuous learning and growth, we seek and share feedback freely, and we celebrate victories both big and small in an environment that is flexible and accommodating to our work and personal lives. Join our inclusive, committed team to be a challenger, own outcomes, and stay curious together.  Learn more at www.circana.com.  So, why Circana?  We’re progressive, inclusive and people focused. We seek to create a down to earth culture which balances work and home life and enables our team to be the best that it can be. Our people are important to us and we offer a number of fantastic benefits including;  Flexibility with the hours you work, and where you work them Employee training and continuous development programs Up to 5 weeks annual leave and holiday buy back scheme 16 weeks paid parental leave Birthday leave Summer half days “Me” Days  Key responsibilities:  You will be responsible for migrating client reports from Temple (our legacy software) to Unify (our new software). Working closely with clients who are going through the migration process, you will modify existing reports, as well as create new reports that meet the clients specification.  Your day-to-day responsibilities will include:  Migrating Circana clients’ reports from legacy platforms (in Excel and PowerPoint) to Unify Actively contributing to the project plan and owning the report build, implementation and quality control tasks for the migration process within the project timeline Audit existing client reports to convert them to be Unify Consulting with the client to build custom reports Developing best practice, standards and procedures and improvements for migrating clients and maintain relevant documentation Coaching, training and working with internal and external teams during the report migration process Briefing offshore report development teams on client reporting needs Troubleshooting during Unify migration, go live and 3-month post period until Temple is decommissioned Support and consult all teams post go live and during BAU for queries, issues that they might have.  We’re looking for:  Previous experience in report building and visualisation, in a client facing environment Intermediate to advanced skills in MS Office (specifically Excel) Accuracy, attention to detail and good time management skills Client focused approach, with the ability to effectively problem solve Strong analytical and excellent verbal and written communication skills, with the ability to communicate with a wide variety of stakeholders Ability to work in a fast-paced environment and manage multiple deadlines Strong project management and organisational skills, with an emphasis on managing completion of tasks by non-direct reports Experience working within the FMCG industry (desirable) Experience working with Circana data or equivalent (desirable)  Interested?  We would LOVE to hear from you. Please apply online with your CV.  Please note, you must have full working rights in order to be considered for this role. If you meet some but not all of the above requirements, we encourage you to submit your application.Show moreReport"
TEG,Business Analyst,Sydney,"$106,066",51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,"TEG is a dynamic and diverse promoter of live content across many genres, including music, sport, family entertainment, esports and exhibitions. TEG connects millions of fans every year with unique live experiences and adds value to events with hospitality, partnership and sponsorship services.   We have an exciting opportunity available for a Business Analyst to join our team in Sydney. This role will collaborate with stakeholders and clients to gather and analyse functional and non-functional requirements, translating them into agile user stories for Technology and readily consumable artefacts for consumption by the business and clients. About the Role   End to end business analysis responsibilities from project concept/ start-up phase through to delivery. Facilitate business requirements and process mapping workshops, documenting current and future state processes, documenting business requirements (functional and non-functional), producing business and client facing documents (incl. procedure documents, user manuals, etc.), developing business test cases and running business testing Promote collaboration, knowledge transfer, and skills transfer Lead workshops with key stakeholders to document user stories and develop acceptance tests Work with stakeholders to translate their requirements across teams and disciplines Conduct cost benefit analysis for a variety of project activities Apply Agile best practise to manage and prioritise the product backlog and improve organisational productivity. Negotiate requirements dependencies with other teams, reprioritising as appropriate, together with the Project Managers. Engage stakeholders and promote deliverables to the business and clients through presentations and product update materials Gather and analyse data in relation to R&D, resource utilisation and other reporting and compliance or audit requirements for the business Lead change around adoption of collaboration and communication tools in the business (e.g., JIRA, Confluence etc.)   About You   Minimum 5 years Business Analyst experience Experience with production of requirements and Statement of Work documentation for client review and signoff. Agile/SCRUM expertise Good awareness of emerging technologies Strong analysis skills Advanced written and verbal communication skills Very high attention to detail Strong stakeholder engagement skills Strong collaboration skills and the ability to work as part of a team Proficiency with MS Office suite (including Word, Visio, and Excel) Experience with security policies (PCI/DSS) Prior experience with Jira and Confluence   At TEG all your hard work in helping change the way we interact with clients and customers will not go unnoticed. In return we support and reward great performance by offering competitive salaries, employee benefits and incentives. So, what does TEG offer?   Flexible Working Arrangements Birthday Leave! Gym Membership Perks Free Advice and Support (EAP) Flu Vaccinations Learning Opportunities and support Company Paid Parental Leave Complimentary tickets to selected events Going the Extra Mile (GEM) Awards and Service Awards Opportunities to support our community and partners   About TEG  TEG is a global leader in Live Entertainment, Ticketing and Technology. Every day TEG connects fans to experiences and customers with brands. We are proud partners of some of the world’s largest and most iconic venues as well as leading event promoters globally. TEG operates worldwide out of seven country offices and includes Ticketek, Ticketek Marketplace, Ticketek UK, Ticketek New Zealand, Ticketek Malaysia, Ticketek Philippines, Eventopia, Softix, TEG Live, TEG Dainty, TEG Sport, TEG Van Egmond, Laneway Festival, Handsome Tours, SXSW Sydney, TEG Theatrical, MJR Presents, TEG Lifelike Touring, TEG TES Live, Brickman, TEG Rockefeller, Rugby Live, TEG Europe, Propaganda, TEG USA, Qudos Bank Arena, FAN+, VIP NOW and Ovation. For more information about TEG please go to http://www.teg.com.au/ TEG is an Equal opportunity employer committed to embracing a diverse and inclusive work environment. *Only direct applications will be considered. No recruiters please*Show moreReport"
BRP4.0 ★,APAC FP&A Analyst,Sydney,"$145,945",10000+ Employees,1937,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$2 to $5 billion (USD),"FP&A Analyst  BRP seeks an FP&A Analyst with strong ISIT skills, including programming, database management, and expertise in SQL to join our APAC division, in our Sydney, Australia headquarters. The successful candidate will play a crucial role in financial planning and analysis, leveraging their ISIT expertise to enhance data management, streamline processes, and support data-driven decision-making.  YOU’LL HAVE THE OPPORTUNITY TO:  Support the marketing department by tracking and analysing investments and costs related to marketing initiatives, campaigns, and projects Lead the Overhead performance analysis of the region, comparing actual results against budgets and forecasts. Identify and analyse variances and provide business explanations. Support the Parts, Accessories & Apparel department across the overall business & financial cycles  Responsibilities:  Contribute actively to the closing process and annual financial planning cycle (Forecasts and Budget) Execute and review financial controls on revenues and discounts Develop Data-Driven Financial Modeling: Build financial models by synthesizing large datasets and produce concise reports & analyses to support management decision-making Utilize modern data visualization tools to communicate complex financial and operational data into intuitive, interactive dashboards and reports. Identify and lead process improvement initiatives trough process redesign, automation (scripting) optimizing the efficiency and accuracy of financial reporting.  YOU’LL THRIVE IN THIS ROLE IF YOU HAVE THE FOLLOWING SKILLS AND QUALITIES:  Previous years of work experience in data analysis & modelling Advanced proficiency in Excel is a must Completed studies in analytical fields (Finance, Engineering, Math, Data analytics) Proficiency in SQL and experience in database management, including data extraction, transformation, and loading (ETL) processes. Proficiency in leveraging sophisticated data visualization tools such as Power BI, Tableau. Strong programming skills, preferably in Python, R, VBA, or similar languages. Experience with data preparation and management software with cutting-edge tools such as Power Query, Knime, DataIku is considered as a plus. Experience with SAP is considered as a plus Curious, self-starter, creative thinking, work independently, deal with ambiguity, and meet tight deadlines An ability to innovate and rationalize both finance and operational processes A strong sense of responsibility and team spirit  Do you have other qualifications? Tell us what is unique about you that is a great addition to the team.  THE ROAD SHOULD BELONG TO EVERYONE.  We still live in a world where many feel the road is for other people. We believe we can make a difference. Moving people goes beyond making innovative products.  We strive to nurture our people’s aspirations, to exceed our riders’ expectations and stand in solidarity with all the communities that ride with us.  Building a more inclusive BRP with no barriers for those who seek to ride starts from within, and we need everyone's commitment, drive and dedication to make it a reality.  AT BRP, WHEN WE TALK ABOUT BENEFITS, WE GO ALL IN.  Let’s start with a strong foundation — You want it, we have it:   Annual bonus: we work hard, and we know it. This yearly thank you is our way to fuel your dreams. Generous paid time away: winding down is as important as creating the future of recreational products. Flexible work schedule/ Hybrid ways of working: balance is key to innovation, and we want to make sure you are at the top of your game with a schedule that will work for you. Additional 3 days paid leave: between Christmas and New Year’s, we close our facilities and refill on good times. Life and Salary Continuous Insurance: this program is here for you, whatever happens, so you can focus on what matters. Employee Purchase Program: what we build is amazing, freeing, revolutionary, and you're first in line for the experience.  What about some feel good extras:  PWC License: BRP paid, yearly PWC license. Ride Days/ Access to PWC Units: unwind and enjoy our Sea-Doo, with the team or with friends and family Social Club: together, we create moments to remember. Wellbeing line of credit: we appreciate your health and well being.  WELCOME TO BRP  We’re a world leader in recreational vehicles and boats, creating innovative ways to move on snow, water, asphalt, dirt and even in the air. Headquartered in the Canadian town of Valcourt, Quebec, our company is rooted in a spirit of ingenuity and intense customer focus. Today, we operate manufacturing facilities in Canada, the United States, Mexico, Finland, Australia and Austria, with a workforce made up of close to 20,000 spirited people, all driven by the deeply held belief that at work, as with life itself, it’s not about the destination; It’s about the journey.Show moreReport"
Advance Delivery Consulting (ADC)2.0 ★,Data Analyst,Australia,,Unknown,--,Company - Public,--,--,Unknown / Non-Applicable,"About the role  You will have the opportunity to work with one of the largest companies in Australia based in the Sydney. You will be challenged to take responsibility for analysing master data set and troubleshooting data issues. To do well in this role you need a very fine eye for detail, experience as a data analyst, and deep understanding of the popular data analysis tools and databases. The role will also encapsulate extensive knowledge and experience in ETL development.  Job Description  Expertise in SQL skills to profile the data. Analyse, Profile, and systematically present the data for Business and management team understanding. ETL development and Data Migration tasks Interpreting the functional aspect of data & reporting aspect of data. Present the data to business and the consumers of the data which qualifies the scope and highlight gaps/issues on data from Source. Identifying patterns and trends in data sets Working alongside teams within the business, Solution team or the Technical team to establish business needs. Documenting the data mapping rules for migration.  Skills and experience  5+ years of experience in Data Analysis & Development experience Have solid consulting ability across data profiling/analysis, SQL, and data deduplication/cleansing processes. Strong Problem-Solving Skills – Ability to Analyse and critically evaluate gathered information to resolve conflicts, anticipate issues and make priority decisions. You will have ideally worked within a client-facing capacity, with the interpersonal and communication skills to manage and influence key relationships with stakeholders.  Qualification-  Relevant degree in IT industry Certification in Relevant TechnologiesShow moreReport"
AIA3.8 ★,Data Governance Analyst,Sydney,"$139,904",10000+ Employees,1919,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,"BE THE DIFFERENCE  At AIA we don’t simply believe in being ‘the best’. We believe in better – because there’s no limit to how far ‘better’ can take us. Everything we do is driven by our purpose to make a difference by helping people embrace Healthier, Longer, Better Lives. And every one of our people has an important part role to play. If you want to make a difference by helping shape a healthier, better-protected Australia, read on. The Opportunity: AIA Australia is currently undergoing a large technology, data and business transformation program resulting in refreshing the technology blueprint and the introduction of contemporary ways of working with the aim of creating a simpler, faster more connected organisation. The Data Governance Analyst works ‘hands-on’ with our data across different domains, engaging with business stakeholders, working groups and technical experts to define and improve data definitions, catalogues, lineages, qualities, standards and controls. The successful candidate would be responsible for: Creating and conducting governance processes to measure data management and data quality maturity across various domains Conducting data profiling and analysis of existing datasets to identify and categorise critical data elements and sensitive data Being the system expert and primary user of Data Governance dashboard, Data Quality Tools such as Data360 analyse Working with stakeholders to understand, prioritise and document business data definition catalogue, data quality, data governance requirements, processes and technical needs Assisting with compliance activities such as data protection, data privacy and data retention Keeping abreast of new technologies and trends in data governance To be successful in this position, you will have: Previous demonstrated experience with data governance tools (eg. Data360, Collibra) highly regarded Some experience with programming languages (eg. SQL) and/or data visualisation tools and/or ETL tools (e.g. SSIS) Strong knowledge of data governance frameworks and methodologies (including data quality, metadata management and data lineage) Ability to share knowledge and demonstrate teamwork High level of personal accountability and the ability to work autonomously to agreed deadlines Industry knowledge of Financial Services / Life Insurance highly regarded Why choose AIA: At AIA, we’ve made a promise to help people live healthier, longer, better lives. And it starts with our own people AIA Australia is part of the larger regional Asia AIA Group, which is the largest public listed life insurance company in the Asia-Pacific region Access our training and development to build on your current skills Career development through internal mobility opportunities Work for a business helping millions of Australians and make a difference to someone’s life everyday Access additional leave days a year to recharge and refresh yourself Enjoy wonderful Health and Wellbeing initiatives that support you Work with supportive and inclusive working environment Flexible working arrangement At AIA Australia, we’re proud to help guide, support and protect the wellbeing of over 3.5 million Australians. Through life and health insurance, financial wellbeing and our total wellbeing ecosystem that includes AIA Vitality – the world’s leading science-backed wellbeing programme – we’ve started a movement to make Australia the healthiest, best protected nation in the world. As part of the AIA Group - the largest independent publicly listed pan-Asian life insurance group with a presence in 18 markets in Asia-Pacific – it is our ambition to engage one billion people to live Healthier, Longer, Better Lives by 2030. Lots of companies like to say they’re different. What makes us truly different at AIA, is the difference we make in people’s lives. AIA is different. Are you? If you want to be part of an organisation that helps people live better every single day, apply via the link.Show moreReport"
Charterhouse4.4 ★,Senior Data Analyst,Collingwood,"$110,000",1 to 50 Employees,2003,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,"Senior Data Analyst  Lead and perform data analysis, modelling, profiling, cleansing, and migration activities. Permanent Opportunity | Flexible working and extra leave over Christmas Work for a community based organisation  About the Company  Be part of one of the leading representative’s of health and wellbeing in Victoria. Their membership comprises 32 Organisations, providing support to approximately 65,000 people across Victoria.   About the Role  Assist in the development of data integrations from various source systems, including cloud-based and on-premise systems. Develop engaging data visualisations that tell a story and provide context to quantitative and qualitative data. Use Qlik to develop dashboards and reports to analyse and visualise data and deploy on Azure. Ability to collaborate with subject matter experts. Apply critical thinking of data flows and data requirements across the organisation to contribute to strong data management practices.   Skills & Experience  Qualifications in Information Technology Demonstrated experience with Qlik Sense SQL fluent Programming languages such as R, Python, SAS, SPS Demonstrated understanding of modern data concepts such as Data Warehousing and Data Lakes   Benefits  Flexible hybrid working model Early finishes on Friday Additional leave for the Christmas period NFP Salary packaging Access to flexible working arrangements  How to Apply   Applications will be treated with the upmost discretion, please note only successful candidates will be contacted over the phone.   Click APPLY or contact James jhiggs@charterhouse.com.au for a confidential discussion   At Charterhouse, we embrace, and value, diversity of culture, working arrangements, sexual orientation, and gender identity. On behalf of our client, we promote a workplace that actively seeks to include and welcome unique  contributions of all people; to embrace and celebrate the value of Aboriginal and Torres Strait Islander staff, their skills and contributions to the workplace.   www.charterhouse.com.au   $110k + SuperShow moreReport"
TPG Telecom4.0 ★,Senior Analytics & Insights Analyst,North Sydney,"$83,666",1001 to 5000 Employees,2020,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,$2 to $5 billion (USD),"Exciting time to join a top 100 ASX listed business with big goals Hybrid working arrangement, mix of working from home and the office Awesome company culture and benefits This opportunity As our Senior Analytics & Insights Analyst you will play a critical role within the Customer Lifecycle Management (CLM) team. You will be responsible for developing and optimising CLM data and insights to support the delivery of TPG Telecom Limited’s commercial strategy through the effective management of the TPG customer base. This position uses a proactive approach to demonstrate the value of analytics and insights to inform business decision-making, achieve commercial targets and identify growth opportunities, while strengthening customer relationship and growing life time value. Responsibilities Understand business problems, trends and opportunities and provide expertise to arrive data-driven insights that can result in profitable commercial outcomes and positive customer relationship Ensure effective management of recurring, on-demand, proactive programs of work Consolidate data and use sophisticated analytics to acquire insights to drive business improvements Present and communicate critical data, visualisation, insights and opportunities to stakeholders Perform data and statistical analysis to understand how customer behaviour, product & pricing changes and campaign effectiveness impact revenues and subscribers Develop methodologies to effectively measure campaign uplift and incremental gains Work collaboratively with stakeholders to design and execute on strategic analytics roadmaps in alignment with business objectives Lead the development, integration and optimisation of critical data sets and insights Knowledge and experience Strong background in data and analytics with demonstrated record of extracting meaningful data and using insights to support decisions to improve business objectives Strong data analysis, data visualisation and presentation skills to effectively communicate insights and recommendations to key stakeholders Intermediate skills in SQL and proficiency in understanding data, entity relationship, structured & unstructured databases Working knowledge of data platforms – Teradata, AWS (or similar) cloud-based data platform Experiences in Python programming, AWS cloud-based data platform, reporting and visualisation (PowerBI, Tableau) is highly advantageous Experience working with the Agile, Jira and Confluence will be a plus Bolder and better together! We’re all about enabling every individual to be their authentic selves and creating a place where everybody belongs. If you are excited about this role, but your experience doesn’t align perfectly with every qualification in the job description, we encourage you to APPLY NOW regardless. You may just be the right candidate for this or perhaps another similar role with us. We are a 2023 Circle Back Initiative Employer – we commit to respond to every applicant Our Talent Acquisition Team and Hiring Managers kindly request no unsolicited resumes or approaches from Recruitment Agencies. TPG Telecom is not responsible for any fees related to unsolicited resumes. #LI-Hybrid #LI-SM1 VideoShow moreReport"
Salt Recruitment3.3 ★,Sales Data Analyst,Sydney,$0,201 to 500 Employees,2010,Company - Private,HR Consulting,Human Resources & Staffing,$5 to $25 million (USD),"Sales Data Analyst Salt have partnered with a global financial software company that is on the lookout for a Sales Data Analyst to join their team on a 12 month contract.  This role will play a critical role in providing insights to sales leaders in the organisation so as to optimise sales performance and positively impact small to medium businesses.  What’s in it for you? Work for an established global business that is publicly listed and recognised by leading publications as a great place to work Opportunity to work in a high growth sales operations function with experienced sales leaders Hybrid working environment out of a beautiful Sydney office location Join a passionate and high performing team utilising the latest analytical technologies Play a key role in driving sales performance and creating real business impact $550-700 including super per day  What you’ll bring? 5+ years of professional experience as a Data Analyst Experience working with sales teams and providing data, reporting, analytics and insights to help optimise sales performance Experience with Excel and Salesforce Experience with BI tools like Qlik Sense and Tableau Strong stakeholder management skills and ability to manage projects end-to-end You’re a data storyteller with the ability to break down complex problems and turn them into actionable insights that can be communicated concisely to both technical and non-technical stakeholders Bachelors Degree in Data Analytics, Statistics, Mathematics or related field  What you’ll be doing? Utilising multiple analytical tools to capture data and help deliver reports and insights to sales leaders Communicating with various stakeholders across the business and delivering on key analytics initiatives Helping to tell stories through the use of data and help educate various decision makers in the organisation Collaborating with others to help maximise sales operations and product capabilities Innovating and finding new and improved ways to extract data and deliver key business insights  How to Apply?  To apply online, please click on the link below!  Alternatively, for a confidential discussion or to discuss other tech roles in Melbourne or tech roles in Sydney, please contact Jimmy Flynn on 0488 732 269. Salt is acting as an Employment Business in relation to this vacancy.  Job Information Job Reference: JO-2311-339193 Salary: AU$550.00 - AU$700.00 per day Salary per: day Job Duration: 12 Months Job Start Date: 27/11/2023 Job Industries: Technology Job Locations: Sydney CBD Job Types: ContractShow moreReport"
Carecone Pty. Ltd.4.0 ★,Data Systems Analyst,Melbourne,"$150,000",Unknown,--,Company - Private,--,--,Unknown / Non-Applicable,"Job DescriptionExperience in Data Systems AnalysisReviewing existing systems, gather functional(business) and non-functional requirements in line with Client Data retention standard, analysing current and future states, documenting business processes, designing and updating user workflows, develop data mappings, requirement traceability, System test/ UAT test planning and support, and providing all necessary project documentations.Create user stories with defined acceptance criteria to guide the delivery of features.Work with Product Owner and squad to facilitate delivery of Data Retention projects through sprints to release.Use the most effective BA techniques to model, analyse and communicate the requirements and solutionsSupport peers and contribute towards improvements in ways of working.Deliver value by working collaboratively with other teams and business stakeholders to identify and manage inter team dependencies.Technical SQL skill, ability to interrogate different data sources (databases, CSV’s etc) and derive business meaning and understanding.Demonstrated Agile (Scrum) experience.Use Jira to effectively manage the backlog.Job Type: Full-timeSalary: $150,000.00 per yearSchedule:8 hour shiftCOVID-19 considerations:YesWork Authorisation:Australia (Required)Show moreReport"
Beyond Blue3.3 ★,Insights Test Analyst,Melbourne,"$83,666",51 to 200 Employees,--,Self-employed,--,--,Unknown / Non-Applicable,"Posted: 13/10/2023 Closing Date: 17/11/2023 Job Type: Permanent - Full Time Location: Melbourne CBD Job Category: Community Services and Development,IT,Other,Program & Project Management Beyond Blue’s vision is that all people in Australia achieve their best possible mental health. Our role is to work with the community to improve mental health and make it easier for people to feel better earlier, get well and stay well. Earlier, Easier, Together. In order to design solutions for the community that are evidence based, adaptive and driving insight, Beyond Blue is investing in enterprise data, analytics and automation. Join us in utilising your passion and expertise to make a difference. Beyond Blue’s values are Collaboration, Respect, Enthusiasm, Excellence, Innovation and Integrity.  Job Description The Insights Test Analyst will support the Insights team in the enterprise design and implementation of new data reporting and analytics products and services across the organisation. With a focus on data this role will also provide a quality assurance function to support the delivery of upstream system changes from external suppliers and analyse data discrepancies within the reporting environment. This role is linked to the core goals of Understanding and Integrity within Beyond Blues 2023+ strategy. Tertiary qualified in either computer science, information systems or digital, the appointee will have a minimum of three to five years’ experience in similar roles. The incumbent will have expertise in designing, developing, and maintaining automated test scripts using industry-standard tools such as Selenium. Your strong programming skills in languages such as Java, Python, or C#, SQL for test script development will be underpinned by your ability to build relationships and coordinate data solutions with many internal and external stakeholders. This is a terrific opportunity to work within an organisation that is part of shaping the future outcomes for the community. Desired Skills and Experience Beyond Blue is committed to creating a diverse and inclusive work environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, gender identity, sexual orientation, disability or age. We strongly encourage people from all cultural backgrounds to apply, including Aboriginal and Torres Strait Islander people. To apply, Applications should include a current CV with a cover letter that addresses why you would consider yourself to be a cultural addition to Beyond Blue and how your skills and experience would be attributes to the position. For detailed information about this position including the closing date, please refer to the position description on our careers page (Candidates who are viewing from a job-board such as SEEK or LinkedIn, please refer to our careers page on our website). Preferred candidates will be required to undertake pre-employment screening, including a National Police Check and where required a Working with Children Check. NOTE: Short-listing of candidates will commence prior to the closure of this role, so please do not delay submitting your application.Show moreReport"
Salt Recruitment3.3 ★,Senior Data Analyst,Sydney,"$145,000",201 to 500 Employees,2010,Company - Private,HR Consulting,Human Resources & Staffing,$5 to $25 million (USD),"Salt is excited to partner with one of the Big 4 Banks in Australia that is looking for a Senior Data Analyst in Sydney CBD to join a Data & Analytics team.  As a Senior Data Analyst, you will be supporting the stakeholders across all the consumer banking products and will be key for the business to meet the organisation’s short-term and long-term customer and financial objectives by supporting the Dashboard Requests, Data Requests, and Migration-related support.  Responsibilities: Design, build and modify dashboards, reports; Learn existing reports and logic in place to answer business queries; Manage / work with stakeholders closely to understand the requirement and work with offshore teams to get the request delivered; Design and develop financial reporting for key business stakeholders; Translate raw data in a business language; Understand business needs/ questions and help translate data into dashboards to visually represent the trends; Work with offshore team members to support business requests and manage communication with business and offshore teams. Requirements: Experience in handling high-volume data; Working experience on SAS is a must; Experience with Python or R; Working experience in developing management dashboards in Tableau and/or Power BI; High levels of proficiency in MS Excel and MS Access; Excel VBA is an advantage; Experience in management reporting for financial services, banking or insurance is nice to have Senior Data Analyst – Apply now!  If you believe you are a great fit for the position, then don’t hesitate to apply & we will be in touch with you shortly.  Salt is acting as an Employment Business in relation to this vacancy.  Job Information Job Reference: JO-2310-338603 Salary: AU$140000.00 - AU$150000.00 per annum Salary per: annum Job Duration: Job Start Date: 26/11/2023 Job Industries: Technology Job Locations: Sydney CBD Job Types: Contract Job Skills: Python or R, SAS, Tableau or Power BIShow moreReport"
Treasury Wine Estates3.6 ★,Consumer Insights Analyst,Melbourne,,,,,,,,
Speller International,SAP Master Data Analyst,Melbourne,"$82,536",Unknown,--,Company - Public,--,--,Unknown / Non-Applicable,"SAP Master Data Analyst You will be responsible for setting up, deleting and managing SAP Master Data. This is working for a well-known FMCG client as an initial 3 month contract. You have the option to work 100% remotely, or you can go on-site to their office in Melbourne's Western Suburbs.   Duties: Management of SAP Master Data. Creation, changes, and deletion. (Eg. Customer, Vendor, Materials, BOM , Routing etc.) and etc as per current process Conduct data cleaning activities for better management and quicker access Ensure data quality, compliance, and consistency of master data across business systems Ensure master data integrity in key systems as well as maintaining the processes to support the data quality Perform other master data duties as required or directed  Skills & Experience: 2+ years experience in a similar role Previous SAP data experience Can demonstrate experience in creating customer, vendor and material master data Experience with SAP HANA, not just SAP ECC (essential)  How to apply  If you meet the above criteria and you’re looking for your next challenge, then click APPLY or contact Keely on (03) 9348 0092 for a confidential discussion   SPELLER INTERNATIONAL – SAP Recruitment Specialists  Please note, you must have unrestricted Australian working rights to apply for this position, as sponsorship is not being offered in this instanceShow moreReport"
