company,job_title,location,salary,company_size,company_founded,company_type,company_industry,company_sector,company_revenue,job_description
Sunwater Limited,Cost Analyst,Brisbane,"$118,835",201 to 500 Employees,--,Company - Private,Wholesale,Retail & Wholesale,Unknown / Non-Applicable,"Full Time Location: Brisbane Job type: Accounting Applications close: 01 Dec 2023 E. Australia Standard Time Cost Analyst What makes Sunwater an exceptional workplace?  We are dedicated to providing our employees with a dynamic and secure work atmosphere, accompanied by an array of attractive benefits including:  Base salary starting from $118,835.45 12.75% superannuation Access to Banked Time and TOIL 17.5% leave loading Hybrid work environment with a genuine emphasis on work/life balance Access to Sunwater's MyBenefits hosted by Reward Gateway  The role  The Cost Analyst is responsible for preparing and overseeing the development of accurate estimates for projects by gathering cost intelligence information and analysing important metrics. These estimates will form the basis of detailed reports so the company can make informed decisions, assess estimates provided by third parties and compile quality project and program budgets.  Your responsibilities will include:  Collate and evaluate costs/estimates from contractors, consultants, vendors or internal groups. Develop a centralised database of current and previous estimates and providing benchmark data and rates to compare against for future projects. Facilitate data quality checks and risk analysis on cost and completed estimates. Develop and report on Value Score Indicators Develop estimates for data analysis, benchmarking, and cost intelligence. Managing and submitting estimate reports to key stakeholders (project managers, engineers, planning team, etc) Provide advice to project team members regarding the estimation process and/or estimate analysis. Develop and implementation an effective and efficient project estimating system and supporting processes. Positively promote and actively role model the Sunwater values and behaviours to support the delivery of our services.  About you  We are looking for someone with a well-developed interpersonal skills and ability to work collaboratively with internal and external stakeholders. They will have excellent written communication and the ability to prepare written reports, presentations, and other communications in a clear and logical manner. In addition, you will be able to demonstrate:  Bachelor of Business or Quantity Surveyor A minimum of 5 years’ experience in relevant Costing roles. Well developed risk management skills, with the ability to identify potential project risks. Well developed costing/estimating analytical skills, capabilities and excellent attention to detail. Well developed and proven conceptual, analytical and problem solving skills, with the ability to develop strategies and recommend solutions to complex issues. Demonstrated experience of project estimate to cost management (Budgets, cost, risk and opportunity accruals and fixed costs) - estimate alignment to CAPEX and OPEX. Experience in subcontractor management processes and the systems used to support the process  We strongly encourage applications from candidates who are seeking flexibility in their work arrangements. We understand the importance of work-life balance and value the diverse perspectives and experiences that individuals with flexible working needs bring to our team. Whether you are looking for part-time or other flexible arrangements, we are committed to exploring possibilities that accommodate your needs whilst ensuring successful outcomes for Sunwater. Please feel free to discuss your desired flexibility during the application process, and we will strive to create a mutually beneficial work arrangement.  For further information visit www.sunwater.com.au  Sunwater acknowledges Aboriginal and Torres Strait Islander peoples as the first peoples of this country and Traditional Custodians of the land and water we rely on. We respect and value their continued sacred connection to Country, including the diverse, rich traditions, languages and customs that are the longest living in the world. We acknowledge their resilience in the face of significant and ongoing historical, cultural, and political change within Australia. We recognise and value the importance of truth-telling today, and our role to listen and learn.  Please note that our recruitment process involves verifying references, conducting psychometric testing, performing background checks, and conducting a pre-employment medical evaluation.Show moreReport"
HAYS3.6 ★,Risk Analyst,Brisbane,"$110,000",5001 to 10000 Employees,1968,Company - Private,HR Consulting,Human Resources & Staffing,$2 to $5 billion (USD),"Opportunity to join a leading ASX-Listed organisation in Brisbane for an aspiring Risk Analyst Your new company Hays has exclusively partnered with a leading Agricultural organisation based inner Brisbane City. Our client is supported by a global distribution network and workforce. If you are an experienced Risk Analyst looking to join a well-established and supportive team, apply now! Your new role As the Risk Analyst, you will support the Head of Risk with coordinating and implementation of controls and mitigation for operational leaders and processes. As an effective business partner, you will work with a broad remit of stakeholders and build influence with decision makers. Key duties include:  Support the team in the implementation of effective controls and risk management. Use your expertise to drive impactful discussions with operational leads. Educate operations and other business units regarding risk management and mitigation. Conduct risk assessments. Management of insurance claims. Preparation of reports. Assist in investigating incidents. Travel to sites to engage with front-line employees. Other risk related or adhoc duties as required. What you'll need to succeed Minimum of 5+ years experience in a risk management role. Preferably in a large commercial or consulting firm. Graduate or post-graduate qualification in a related field. Demonstrated experience applying ISO 31000 risk management principles. Ability to work with a range of stakeholders. Pastoral or FMCG industry exposure is highly desirable. What you'll get in return At this organisation, you won’t just be a small piece of a big machine; you will be a key and essential part of the team. Every member of the team is focused on the delivery of exceptional outcomes for their clients and on providing a level of service that is second to none. With a unique culture, the firm is recognised as a place where people are supported and enjoy working. Competitive salary of 100K - 120K + Super (based on experience). 2 days WFH. Working within a collaborative and supportive team. What you need to do now If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV. If this job isn't quite right for you but you are looking for a new position, please contact Taylor Woodforth at Taylor.Woodforth@hays.com.au, 07 3243 3084 for a confidential discussion on your career. #2812630Show moreReport"
WSP Australia3.7 ★,Senior Business Analyst - Remote,Brisbane,"$95,406",10000+ Employees,1959,Company - Public,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$5 to $10 billion (USD),"Work options: Hybrid Hybrid working environment - Work from home or in one of our offices throughout Australia! Join our team of intelligent and collaborative Changemakers and make your mark on tomorrow! WSP is one of the world's leading engineering professional services consulting firms, bringing together approximately 5,500 talented people across more than 50 offices in Australia and New Zealand. We are technical experts who design and provide strategic advice on sustainable solutions, engineering projects that will help societies grow for lifetimes to come. www.wsp.com WSP Digital is a part of a global team of innovators that use digital technologies to realise our customer’s needs through projects in varied industries and locations. We provide integrated services in website and application design, user experience, systems architecture, solutions architecture, website development, system integration, testing, maintenance and hosting Our Digital team works collaboratively to design and deliver innovative technology solutions that assist our clients to create a better future for our cities, regions, communities and the environment. We incorporate software development, data analytics, visualisation, digital engineering, geospatial and cloud into a truly integrated service. The Opportunity: Following a number of project wins, we are looking to hire a Senior Business Analyst to join any of our offices nationally. We would also consider individuals located anywhere within Australia to work remotely from home. You will liaise with clients to gain a thorough understanding of the project requirements and the needs of their end users. You will document and translate project scopes, take ownership for quality control and technical excellence, identify innovation opportunities and ensure the technical teams are empowered to deliver projects to timelines and budget. This is an amazing opportunity to work on major projects across Australia and globally, and positively impact the lives of the communities using infrastructure. You will also have the chance to work with some of the brightest subject matter experts in the fields of engineering, climate change and resilience, planning and more. What you’ll do: Elicit and facilitate the gathering of complex business requirements from various key stakeholders via workshops, interviews or other contact methods. Analyse, model and document business requirements (e.g. confirm functional and non-functional requirements, support clients in defining business requirements and functional design, business process modelling, etc.) Work as an intermediary between our software development team and our clients to ensure a shared vision of our projects Perform business analysis activities during all phases of the system development lifecycle (incl. design, development, testing and implementation) Develop detailed functional and user experience test scenarios Project manage your own workflow to achieve exceptional outcomes on time/budget Drive yourself to learn and grow, so we can achieve our goals as a business and create an abundance of opportunities About you: You would have proven extensive experience as a Senior Business Analyst, ideally gained in a consulting/advisory environment. You will also bring: Excellent verbal and written communication skills A sense of empathy and an ability to walk in your clients’ shoes Ability to create technical specs, identify business needs, elicit requirements and map out processes A logical approach to organising detailed and complex systems Experience managing multiple clients and projects A positive can-do attitude and passion for learning Knowledge of different project management methodologies (Waterfall (e.g. PRINCE2, PMP) and Agile (e.g. Scrum) Formal education in a STEM or Communication driven field About WSP WSP is one of the world's leading engineering professional services consulting firms, bringing together approximately 4,500 talented people across 14 offices in Australia. We have committed to halving the carbon footprint of our designs and advice by 2030. Our sustainable solutions and Future Ready™ projects will help societies grow for lifetimes to come. Our vibrant workplace culture is an important part of what makes this a great place to work. As a leader in WSP, you will have the opportunity to influence and contribute to our social and community initiatives while collaborating with your colleagues to make a positive impact on people’s lives. You will also enjoy the rewarding experience of mentoring younger professionals and seeing them succeed and progress in their careers over time. WSP prioritises the health and wellbeing of our people by offering flexible working, 12 months parental leave, opportunities for global mobility, purchased additional leave, and a competitive salary among many more benefits designed to help you thrive. We are committed to providing an inclusive and equal opportunity workplace. We promote Indigenous voices and are actively delivering a ‘Stretch’ level Reconciliation Action Plan. We are a Workplace Gender Equality Agency Employer of Choice, support the LGBTQI+ community, and encourage all employees to bring their whole selves to work. Think this could be the opportunity for you? Apply now to begin your journey with WSP. VideoShow moreReport"
NGH Pty Ltd3.6 ★,GIS & Spatial Analyst,Gold Coast,"$81,000",Unknown,--,Company - Private,--,--,Unknown / Non-Applicable,"Introduction:  Work on an exciting range of GIS and remote sensing project. Flexible working to keep your work life balance healthy. Exciting time to make your mark in a growing team!  What’s on offer:  A front row seat in Australia’s energy transition. Flexible work arrangements including WFH. Attractive salary plus excellent benefits. Training budget and opportunities for development. Be supported and mentored by industry leaders. Generous parental leave policy. Part of a successful and growing business. Energetic, positive and friendly team culture. Diverse work environment. Ethical client base.  Note: NGH have offices in city centres and regionally across Sydney, Wagga, Newcastle, Bega, Wodonga, Melbourne, Brisbane, Sunshine Coast, Townsville and Gold Coast.  Description: The opportunity: As part of NGH’s growth journey, an opportunity has been created for a GIS & Spatial Analyst to join our dynamic team of environmental professionals. The successful candidate will support teams in coordinating / undertaking baseline studies, contributing to environmental impact assessments and environmental approvals by assisting field teams with data capture software. You will have opportunities to work on an exciting range of GIS and remote sensing projects across multiple sectors and will be encouraged to use innovative approaches to grow a range of GIS and data analytic services to help our internal and external clients meet their needs.  Responsibilities:  Geospatial Data Analysis: Utilise GIS software and spatial analysis tools to manipulate, analyse, and visualise geospatial data sets. Spatial Modeling: Develop and implement spatial models to address complex environmental issues, such as habitat suitability, land-use change, areas of archaeological potential, and ecosystem modeling. Data Collection and Management: Collect and manage geospatial data from various sources, ensuring data accuracy, completeness, and quality. Map Creation: Generate high-quality maps and cartographic products to convey complex spatial information effectively. Environmental Impact Assessment: Contribute to environmental impact assessments by conducting spatial analysis to identify potential environmental, planning and cultural heritage risks and impacts. Client Interaction: Collaborate with internal and external clients to understand their specific spatial analysis needs and deliver customised solutions that meet their requirements. Report and Presentation: Prepare clear and concise reports, presentations, and documentation of spatial analysis results for both technical and non-technical audiences. Quality Assurance: Ensure the accuracy and reliability of spatial analysis results through rigorous quality control and validation processes. Stay Current: Keep up-to-date with the latest advancements in geospatial technology, environmental regulations, and industry best practices.  Skills and Experiences: Here’s what we’re looking for: This is an excellent career opportunity for candidates with a passion for spatial analysis. Ideally you will have:   Bachelor's degree or Post Graduate Diploma in GIS, or a related field. Experience in geospatial data analysis, spatial modelling, and GIS software (e.g., ArcGIS, QGIS, or similar). Proficiency in data management, manipulation, and spatial database management. Strong analytical and problem-solving skills, with attention to detail. Excellent communication skills, both written and verbal, for effective client interaction and reporting. Ability to work independently and collaboratively within a team environment. Knowledge of environmental and or cultural heritage legislation, regulations and principles is a plus but not essential.  About NGH: Drawing on diverse and innovative experience of almost 30 years, NGH provides sustainable knowledge-based solutions for environmental management and impact assessment to a variety of private and public sector clients. The breadth of our experience is as diverse as the Australian landscape. Founded in regional NSW, NGH has grown to obtain national and international experience, and is considered an industry leader in renewable energy, having worked in this sector for almost 20 years. We see our key strength lies within our people and as an employer provide flexibility in the workplace and support for professional development.  NGH is proud to be an equal opportunity employer. During recruitment, all qualified applicants receive consideration for employment without regard to race, colour, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, and people of all ages. Indigenous candidates are encouraged to apply.  Apply via the NGH careers page or for candidates with any further questions relating to the position, please contact Josie Francis via emailing employment@nghconsulting.com.au.  Please note we do not accept unsolicited CVs from recruitment agencies.Show moreReport"
Axsys3.1 ★,Senior Business Analyst and Change Specialist,Brisbane,,,,,,,,
Paxus Australia Pty Ltd4.1 ★,IT Business Analyst,Brisbane,"$72,959",51 to 200 Employees,1964,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,"Posted 03 November 2023 SalaryCompetitive Daily Rate | WFH Benefits LocationBrisbane CBD Job type Contract DisciplineProject Services + Transformation Reference263606 Job description Paxus are partnering with a large corporate client within the professional services sector who are currently undertaking a significant technology uplift across the organisation. As part of this program, an exciting opportunity for an IT Business Analyst to join their Enterprise Integration team on an initial 6 month contract. Role/Responsibility As the IT Business Analyst, you will play a vital role in bridging the gap between business stakeholders and the technical teams responsible for integrating their current systems with external services. Your responsibilities will include, but not be limited to: Conduct thorough analysis of business processes, data flows, and existing system capabilities to identify integration opportunities and challenges. Document functional and non-functional requirements, use cases, and acceptance criteria for the integration projects. Work closely with technical teams to design integration solutions that meet business requirements, considering factors such as security, scalability, performance, and maintainability. Create detailed integration solution specifications, including system interfaces, data mappings, message formats, and API specifications. Skills/Experience Strong understanding of enterprise integration concepts, methodologies, and technologies (e.g., APIs, web services, message queues, ETL processes). Proficiency in requirements gathering, analysis, and documentation techniques. Experience defining technical requirements data structures and data transformation processes. Excellent communication and interpersonal skills, with the ability to effectively collaborate with diverse teams. To be considered for the role or for more information about this and other opportunities please contact Daniel Keyte on 07 33395613 or email: [email protected] and quote the above job reference number. Paxus values diversity and welcomes applications from Indigenous Australians, people from diverse cultural and linguistic backgrounds and people living with a disability. If you require an adjustment to the recruitment process please contact me on the above contact details.Show moreReport"
Empire Careers5.0 ★,Business Analyst,Brisbane,$0,Unknown,--,Company - Private,--,--,Unknown / Non-Applicable,"Contact Name : Shane Driver Contact Phone : 07 3231 1214 Contact Email : shane.driver@empiregroup.com.au Location : Brisbane Job Type : Contract Job Salary : $800 - $1000 per day We are currently partnering with a QLD State Government Department to recruit a Senior Business Analyst for an initial 6-month contract – This position is Based in the Brisbane CBD and has a hybrid working environment.  The role   This role will work with Senior Business Analysts in preparing requirements to support the creation of solution designs for the digital transformation of business processes. Development of digital products has commenced with the build of multiple pilots and an MVP – You’ll be working with project delivery teams within a hybrid project methodology environment (PRINCE 2 and Agile).  Responsibilities  Conduct in-depth analysis of existing policies and procedures across the agency. Evaluate the effectiveness, efficiency, and alignment of current policies and procedures. Identify areas of complexity and uniqueness Collaborate with stakeholders to envision and design improved policies and procedures. Create detailed documentation of current and future state policies and procedures. Provide content to support the creation of an interactive flow chart describing each step of process. Support the project team to coordinate, control and resolve issues.  Skills Required  Ideally 7-10+ Years as a Business Analyst Strong Process Mapping expertise of both current / future state Experienced in Visio and the Microsoft Office suite. Strong stakeholder engagemement Expertise in developing comprehensive flow charts and procedural documentation Strong communication – written & verbal Skilled in gathering, interpreting data, extracting key insights, and providing impartial advice.  If you would be keen to be considered can you please Apply Online attaching your CV and Cover letter in Word format  I look forward to receiving you application  Shane DriverShow moreReport"
HAYS3.6 ★,Asset Systems & Data Analyst,Brisbane,$59.91,5001 to 10000 Employees,1968,Company - Private,HR Consulting,Human Resources & Staffing,$2 to $5 billion (USD),"Public sector organisation | Attractive rate + Contract with possible extensions | Roads & Drainage Your new company Our client offers a working environment that recognises innovation, creativity and teamwork. They are one of the largest organisations in Australia, providing services and facilities to a growing populati0on representing different cultures. They are seeking for a asset systems & data analyst to be part of their road infrastructure planning branch. Your new role Your purpose as a team is to provide roads and waterways infrastructure planning and customer service. You will provide expert technical, investigatory, and operational advice on roads and drainage asset management and Geographical Information System (GIS.) Additional accountabilities Contribute the development of Digital Engineering (DE) Framework within the Roads directorate Manage asset and non-asset data, systems and connectivity across Transport and Stormwater corridors, precincts, catchments, and regions using digital engineering and building information modelling. Contribute, lead, develop and deliver Asset-driven projects, initiatives and systems which achieve continuous improvement in work practices, policy and documentation, including GIS system capabilities and provide technical expertise in Asset systems and GIS applications to the Roads Group What you'll need to succeed Ideally, you have a degree in Civil engineering and suitable experience in tactical asset management or relevant tertiary qualificati0on and experience in tactical asset management. Moreover, you have experience with asset and corridor management systems, digital engineering, and asset information models. Other more qualifications Experience with a Geographical Information System (GIS) is essential, preferably ESRI. Excellent communication skills with the ability to communicate and translate technical information to internal and external stakeholders ""C"" class drivers’ licence What you'll get in return Our client is offering challenging and rewarding career paths. With this organisation, improvement, employee development, training, and career progression are encouraged. Moreover, they understand the importance and needs of employees looking for a work/life balance. To provide support and improve health and well-being, they offer a variety of flexible work arrangements. Lastly, you will receive an attractive rate and a contract with possible extensions. What you need to do now If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now. If this job isn't quite right for you, but you are looking for a new position, please contact us for a confidential discussion on your career. #2816395Show moreReport"
ALG4.3 ★,Business Analyst - SQL,Brisbane,"$94,868",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,"ASAP Start Short term contract Attractive rate ALG is currently collaborating with our avaition client in the midst of a transformative phase, and we are seeking a skilled Business / Systems Analyst to join us on a 3-month contract, with the possibility of an extension.  In this role, you will be tasked with generating comprehensive reports encompassing people, data, and analytics.  As an SQL expert, your primary responsibility will involve aggregating and scrutinizing employee-centric data to facilitate informed strategic decision-making.  This position plays a pivotal role within the project team, offering substantial exposure to our executive leadership team.  Key Responsibilities:  Craft reports and methodologies that enable both weekly and monthly reporting. Deliver reports and data to empower strategic decision-making processes. Compile, analyse, and enhance data to ensure the accuracy of our reporting. Conduct data analytics to uncover valuable insights and trends. Effectively communicate insights to our leadership team, bolstering evidence-based decision-making.  If you're intrigued by this opportunity, please reach out to ALG at 07 3860 4747 and submit your resume      BBBH6193_169752607540664Show moreReport"
RPS Group4.0 ★,Business Analyst,Fortitude Valley,"$73,802",10000+ Employees,1970,Company - Public,Business Consulting,Management & Consulting,$500 million to $1 billion (USD),"RPS is a global professional services firm that defines, designs, and manages projects while solving problems that matter to a complex, urbanising, and resource-scarce world. RPS is an established project management business in Australia, Asia Pacific (AAP), with over 450 project management staff, as part of 1100 staff in the region and 5000+ employees internationally in our diverse consulting business. RPS is seeking a Business Analyst on a permanent full time basis to join a growing and vibrant ICT team based in Fortitude Valley. Reporting to the Development Lead, the Business Analyst provides comprehensive data, integration, investigations, mapping, providing design and project management support to Clients and our Project Management team. About you Excellent presentation and communication skills, particularly with the ability to write clearly and accurately. Excellent interpersonal skills and must communicate openly and honestly at all times. Strong analytical skills, excellent attention to detail. Ability to work independently through unstructured tasks. Directly assists in the development of software design, focussing on data storage, mapping, integration, formats and reporting to meet the organisation’s requirements. Responsible in defining concept papers, product requirements and use cases, using agile methods. Bringing a customer perspective to solution design ensuring solutions promote scalability and smart practices. Updates stakeholders on the status of product development processes, roadmaps and designs. Notifying stakeholders about any issues or business impacts connected to the data. Continuously evaluating opportunities and risks, providing analysis of data and providing insights and recommendations as necessary. Working with the development team to develop conceptual diagrams and architectural artefacts. Demonstrated ability to build business relationships in a positive manner including the negotiation and successful resolution of contentious issues. Demonstrated ability to work as part of a multi-disciplinary team and work cooperatively with people at all levels to achieve outcomes. The ability to work on multiple projects with competing deadlines. Key requirements Minimum of three years as a Business Analyst or similar stream. Relevant tertiary qualifications – e.g., Bachelor’s degree in Computer Science, Software Engineering or equivalent. Ability to liaise at a senior level with a range of stakeholders including clients, consultants, and design team members with a track record in developing client relationships. Able to successfully obtain and maintain a minimum Baseline Security Clearance. Additional information What's on offer? We provide a diverse and inclusive work environment and offer many benefits to ensure your professional development & well-being: Flexible start and finish times, working from home, part time and job share options State of the art, modern and contemporary offices Paid Parental Leave Well-being benefits e.g. vaccinations, health insurance discounts Professional memberships Study assistance Professional and technical development opportunities We encourage and value different ideas, perspectives, and styles of thinking. We need a mix of experiences and skills to develop the most innovative ideas. We respect one another and recognise the potential and contribution of everyone. You’ll be joining a diverse community and a company that puts its people first and prioritises their wellbeing. Our Approach Our people live our purpose, deliver our promise, and demonstrate our behaviours every day. Our behaviours define who we are. Developed by our people, they underpin everything that we do. They create the memorable experiences we are known for and make RPS a great place to do great work. ‘Stronger Together’ is one of our five core behaviours and it is inherent in creating an inclusive workplace: ‘We are respectful, acknowledge diversity, and recognise the potential and contribution of everyone. We bring out the best in one another, always assuming best intent. People who learn and grow thrive in our business, sharing in our success.’ Recruitment Agencies We have a Preferred Supplier List of trusted partners to assist us when required and do not acknowledge any speculative CVs or unsolicited candidate introductions from agencies not on this list. Please refer to the careers page on our website if you require any further information.Show moreReport"
Edison Talent,Senior Test Analyst - Data,Brisbane,"$80,761",Unknown,--,Company - Public,--,--,Unknown / Non-Applicable,"Senior Test Analyst - Data  12-month contract Experienced team Large pipeline of work  The Opportunity  Join a pioneering organization at the forefront of data-driven innovation in the renewable energy sector. As a Data Test Analyst, you'll have the unique opportunity to shape the quality and reliability of our data transformation processes. Your role is pivotal in ensuring the accuracy and integrity of complex data sets. If you're a seasoned testing professional with a passion for data and a knack for problem-solving, this is the role for you.  What are we looking for?  Experience: Bring your testing expertise to the table. Design and develop test plans and test cases, leaving no stone unturned in your quest for comprehensive test coverage. Data Enthusiast: Dive into the world of complex data sets, meticulously testing data transformation processes to guarantee data integrity. Testing Pro: Create and execute test scenarios, leveraging your skills to develop test data that supports these scenarios. Collaborator: Work hand-in-hand with our Development team and stakeholders, ensuring data quality and timely issue resolution. SQL Maestro: Your prowess in crafting complex SQL queries will be an asset for data validation.  Nice to have but not essential.  Cloud Connoisseur: Apply your knowledge of Microsoft Azure Cloud to enhance the testing processes. Tool Familiarity: Gain exposure to Microsoft Synapse and Power BI, adding value to the data testing capabilities. Groundbreaker: Thrive in a greenfield environment where your contributions will shape the data landscape. Enterprise Expert: Utilize your extensive experience in enterprise-scale environments to tackle data-related challenges head-on. Agile Advocate: Flourish in an Agile environment, adapting to evolving requirements, and continuously improving the data testing processes.  What will you get out of it?  You will secure a 12-month contract working on a greenfield project in the renewable sector for a large high-profile company.  If you're a skilled Data Test Analyst with a strong understanding of manual testing within the data domain, ready to dive into complex data sets and shape the data transformation landscape, we invite you to apply. Contact us Oliver Wright oliver@edisontalent.com.au 0448 447 363Show moreReport"
Cognizant Technology Solutions3.8 ★,Insurance Business Analyst,Brisbane,"$103,500",1001 to 5000 Employees,1994,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),"Job description  What makes Cognizant a unique place to work? The combination of rapid growth and an international and innovative environment! This is creating many opportunities for people like YOU — people with an entrepreneurial spirit who want to make a difference in this world. At Cognizant, together with your colleagues from all around the world, you will collaborate on creating solutions for the world's leading companies and help them become more flexible, more innovative, and successful. Moreover, this is your chance to be part of the success story.  Position Summary:  Insurance Business Analyst with deep understanding of the insurance industry and experience working on large transformation programs across policy, billing, and claims.  Mandatory Skills:  Good communication skills (written and verbal) and facilitating skills. Good interpersonal skills. Knowledge and apply a framework to present a solution. Capability to understand the big picture. Innovativeness and thinking out of the box. Success in selling process and displayed service orientation. Responsibilities held- Team Size, Financials etc. Ability to work in fast paced and ambiguous situations. Strong communication and presentation skills with a flair for writing documents, and ability to present to various audiences. Displays high level of personal maturity and ability to perform in an unstructured, and ambiguous environment. Ability to advance and shoulder greater responsibilities. Ability and willingness to proactively accept and drive change. Ability to lead, motivate, and influence to accomplish objectives. Leadership experience in client facing situation. Displayed leadership or initiative in work or personal settings. Ability to groom team member for higher responsibilities.  Roles and Responsibilities:  Business analysis skills with experience in Insurance Domain (P&C) and IT background. Ability to gather, analyse, and document business and system requirements. Experience in creating requirements artifacts like BRD, FSD, use cases, and user stories. Extensive experience in Agile and Waterfall. Knowledge of project effort estimation based on requirements. Ability to collaborate with business users to assess the complexity and elicit effort estimation. Demonstrated Business Analysis skills - working on projects in Insurance domain. Design thinking and ability to work in fast paced and ambiguous situations. Strong communication and presentation skills with a flair for writing documents and ability to present to various audiences. Insurance domain knowledge. Experience working in digital initiatives of Insurance companies (Life). Exposure to digital initiatives undertaken by insurers in improving customer experience, customer insights, channel performance improvement, defining digital KPIs, digital innovations in redefining insurance processes, and selling. Exposure to insurance digital insurance platforms preferred. Strong understanding of technology trends like Portal, Cloud, Analytics, Data, IPA/RPA, AI/ML, and their applications in the Insurance Industry. Demonstration of thought leadership in a particular area of insurance domain. Ability to contribute and lead creation of domain led consulting offerings.  Salary Range: $97,000-$110,000  Next Steps: If you feel this opportunity suits you, or Cognizant is the type of organization you would like to join, we want to have a conversation with you! Please apply directly with us. For a complete list of open opportunities with Cognizant, visit http://www.cognizant.com/careers Cognizant is committed to providing Equal Employment Opportunities. Successful candidates will be required to undergo a background check.  About Cognizant: Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build, and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 185 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us @Cognizant.  #LI-CTSAPAC Employee Status : Full Time Employee Shift : Day Job Travel : No Job Posting : Nov 01 2023 About Cognizant Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 185 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us @Cognizant.Show moreReport"
Southern Cross Austereo4.1 ★,Senior Research & Insights Analyst,Brisbane,"$69,211",1001 to 5000 Employees,--,Company - Public,Broadcast Media,Media & Communication,$500 million to $1 billion (USD),"Brisbane - Contract Southern Cross Austereo is Australia’s leading media entertainment company, home of LiSTNR and the Triple M & HIT network. With the ability to reach 95% of the population through our Radio, TV and Digital channels, our mission is to Entertain, Inform & Inspire all Australians Anytime. Anywhere!  In 2021 we launched LiSTNR, a curated and personalised Audio-On-Demand destination. It is home to the Hit & Triple M networks, 25 music stations and over 500 podcasts. LiSTNR is Australia’s #1 podcast network reaching more than 8 million monthly listeners.  What’s on offer for you?  15 month contract position based out of our vibrant Brisbane office Training and development opportunities, health and wellbeing initiatives, birthday leave, volunteer leave, concert tickets, footy tickets, social events – PLUS much more! Industry leading and gender neutral Paid Parental Leave Policy which offers 20 weeks paid parental leave for a primary carer. Award-winning, highly supportive and creative culture that enables you to be your best unique self! Flexible & hybrid working environment (we offer a range of flexible working options to help our people balance work and home life). Attractive salary package and opportunities for growth & progression – we love to promote internally across our 65 offices!  About the role:  We’re on the hunt for a Senior Research & Insights Analyst to join our Research team based in Brisbane. The Senior Research and Insights Analyst is a uniquely curious person, who is passionate about undercovering insights about consumers and audiences. The role is integral to leverage sales revenue across the country. The role is also about informing SCA staff about new research and insights about consumers and categories. The Senior Research and Insights Analyst works across the implementation of complex research projects and works closely with senior stakeholders.  What you’ll be doing:  Write and present research in a visually appealing, clear and concise manner, maintaining a high standard of presentation and communication Respond to research requests in a timely manner. Analysing radio, TV and industry data, and interpreting audience behaviours. Effectively conduct (end to end) brand lift, creative testing, perceptual and brand tracking studies for clients and the business. Developing and deploying surveys through the Sparq survey platform using quantitative and qualitative market research methodology Provide actionable insights into the markets for key clients to identify the strengths and opportunities they are able to tap into. Work collaboratively on projects where necessary with SCA iQ team, SCA staff and third party partners. Hold people mentoring responsibilities for 1-2 Junior Research & Insight Analysts.  Experience we’re looking for:  Minimum 5 years’ experience in a Media, Agency or Market Research position Degree in Media/Communications/Marketing or similar qualifications Advanced knowledge of research software (Nielsen, Roy Morgan) favourable Advanced knowledge of survey software (Sparq) favourable Highly advanced knowledge of Microsoft Office (Outlook, Powerpoint, Excel, Word) Advance knowledge of research methodologies including radio, TV, online and telephone (CATI) Advanced knowledge of the media and market research landscape both nationally and internationally  We are a values driven organisation - if you genuinely live and breathe our values, you’ll be a great addition to SCA.  We’re Better Together People are our Power Always Curious We Push Doors Open Be Genuine  Still not convinced? Head to our TikTok, Life@LiSTNR, for a sneak peak into some of the fun we have at SCA!  Keen?  Hot tip: Make sure you download and sign up to LiSTNR – you may be asked about your listening experience throughout the interview process!  EQUAL OPPORTUNITY We are committed to advancing equal employment opportunities for our staff and to diversify and develop our workforce. Furthermore, we aim to recognise the value of attracting and retaining employees with different backgrounds, experience, knowledge and abilities. We also aim to ensure diversity contributes to our business success and benefits individuals, teams, clients and the community.Show moreReport"
