company,job_title,location,salary,company_size,company_founded,company_type,company_industry,company_sector,company_revenue,job_description
Nepean Blue Mountains Local Health District3.6 ★,Senior Data Analyst,Sydney,"$127,703",1001 to 5000 Employees,--,Government,National Services & Agencies,Government & Public Administration,Unknown / Non-Applicable,"Employment Type: Permanent Full Time Position Classification: Health Manager Level 3 Location: Station St Office, Penrith Remuneration: $119,348.00 - $136,057.00 per annum Hours Per Week: 38 Requisition ID: REQ427448 Applications Close: 10/09/2023  With CORE Values of Collaboration, Openness, Respect and Empowerment, working with us will ensure your professional life is provided every opportunity to succeed  and develop in your chosen career role.  What we can offer you (for eligible employees):  Accrued Day Off (ADO) (for full time employees)  Opportunity for extra tax savings through Salary Packaging  Novated Leasing  Great education opportunities through Education Training Service which offers over 110 courses each year  Access to our Employee Assistance Program (EAP) for staff and family members  Fitness Passport  What you will be doing: An exciting opportunity is available for a Senior Data Analyst to join the Analytics team at our Station St Office, Penrith. The Senior Data Analyst in Healthcare is responsible for providing data analysis and management support to enhance decision-making in healthcare. The role involves collecting, interpreting, and analysing complex data to identify trends, patterns, and insights that will inform strategic and operational planning within the district. This role will also be responsible for DBA admin tasks on HIE (until mid-2024), DBA admin tasks on EDWARD and BI report development.  This role will work collaboratively with stakeholders across the LHD and the broader NSW Health landscape to generate valuable insights, improve the quality of data analysis and ensure availability of accurate, consistent and useful reports and dashboards. An eligibility list may be created for future vacancies.  About us: Nepean Blue Mountains Local Health District (NBMLHD) is a wonderful place to expand your career and grow your skills and knowledge. As a recognised leader in the healthcare industry, we provide a range of public health services to the Nepean and Blue Mountains and Lithgow Region.  NBMLHD: is committed to achieving a diverse workforce. We strongly encourage and welcome applications from all ages and genders, Aboriginal and Torres Strait Islander people, people from culturally and linguistically diverse backgrounds, refugees, people of diverse genders and sexuality, and people with disability.  All NSW Health workers are now required to have received 2 doses of an approved COVID-19 vaccine or have an approved medical contraindication certificate. You will be required to provide a record of your COVID-19 vaccination status if successful.  Employment of a temporary visa holder may only occur if no suitable permanent resident or citizen of Australia has been identified and must not exceed the duration or conditions associated with the current visa.  Selection Criteria to be Addressed:  Tertiary qualifications in data analytics, data science, ICT, health analytics or equivalent and/or relevant experience. Demonstrated experience developing and publishing PowerBI dashboards end-to-end – from gathering requirements, designing the front end, setting up the data model, testing and iterating on dashboards to publishing, training, and maintaining dashboards on an ongoing basis. Demonstrated experience in critically analysing, interpreting and reporting on data in the healthcare industry or related. Examples may include analysis impact on patient outcomes, KPI reporting, performance reporting, etc. Proficient in PowerBI, SSIS, SQL Server, C# (or any other programming language). Demonstrated high level experience or at a minimal understanding of DBA tasks and UNIX. Proven skills in effectively communicating and collaborating with both technical and non-technical stakeholders across a variety of specialisations and domains. Understanding of the health system and the relevant processes, systems, and regulatory requirements. Experience in R or Python not essential but well regarded.  Need more information?   1) Click here for the Position Description   2) Find out more about applying for this position For role related queries or questions contact Shilpa Shetty on shilpa.shetty@health.nsw.gov.auShow moreReport"
Prophecy International4.5 ★,Solutions Consultant / Technical Analyst (APAC),Sydney,"$81,394",51 to 200 Employees,--,Company - Public,--,--,Unknown / Non-Applicable,"Location:  Depending on the applicant's experience and skill set, consideration will be given to candidates located in Sydney, Melbourne, Canberra, and Adelaide.Company Profile:Prophecy International Holdings Limited (ASX: PRO) is a leading Australian designer and developer of innovative business software. Through its two products, Snare and eMite, Prophecy serves the large and growing global markets of Contact Centre Analytics and Cyber Security.Who is eMite: eMite develops advanced real-time analytics and dashboard solutions that onboard data from any process or system, adapt to any organizational model, and visualize the entire IT, security, and contact center landscape; yesterday, today, and tomorrow. The eMite CX Intelligence platform combines advanced analytics, data correlation, data visualization, KPI management, and threshold alerting into a single, out-of-the-box browser-based solution providing actionable insights from both real-time and historical data.Our vision at eMite is to provide solutions that support the growth of the contact center industry and to enable our customers to create world-class customer experiences by effectively monitoring and managing their people, processes, and systems regardless of the complexity of their data or the number of data sources.Visit us at www.emite.comfor more information.Prophecy operates globally from Australia, the United States, Europe, and the Philippines.Role PurposeAs a trusted member of the Solutions Consulting and Technical Sales Team, the Solutions Consultant’s primary role is to support the deployment efforts with clients with extensive product knowledge. You will be the technical guide throughout the deployment process, able to determine the customers’ needs and requirements and in turn, support the customers with deliverables to solve customer challenges.The role will be a combination of work from home, with a significant amount of time on-site with clients.The role will be responsible for building technical relationships with our product, technical/development team, customers, and partners, and will also work collaboratively with management to understand business needs and goals.The role will also identify ways to increase sales and customer engagement, whilst acquiring and maintaining a working knowledge of the complete capabilities of eMite’s solution.Accountabilities and Key Result Areas:Develop and architect multifaceted analytics solutions through eMite’s consultative process.Lead requirements gathering workshops, specifically around reporting and analytics.Capture customer requirements and draft Statements of Work (SOWs).Ensuring the customer's objectives are elicited, captured, understood, and delivered against.Develop and evaluate plans and criteria to be carried out by others.Use the product to craft solutions to complex customer problems.Securing input from all necessary solution stakeholders both internally and within the client group.Identify ways to increase customer engagement and actively be the ‘voice of the customer’ to the eMite product team.Collaborate with management to understand eMite business needs and goals.Acquiring and maintaining a working knowledge of the complete capabilities of eMite’s solution/product.Opportunistically pursue additional business development opportunities with the customer group.Consult on Business Intelligence, Data Analytics, and Customer Experience best practices.Continually develop your knowledge around technical advancements within these industries and translate these advancements into use cases to assist sales within the customer group.Offer a solid expertise and understanding of the eMite solution and provide peer support to the consulting team.Assist in authoring persuasive responses to requests for information (RFI) and request for proposal (RFP).Other duties as directed by Management.Selection Criteria:Skills, Qualifications and Experience:3 + years experience in a Pre-sales or consulting role and demonstrated experience.Experience delivering enterprise software solutions.Current knowledge of technical advancements and a desire to continually learn new processes.An ability to prepare and interpret business requirements and translate them into technical deliverables.Sound interpersonal skills/demonstratable ability to work with enterprise organizations and build client relationships.Experience in B2B SaaS companies is a major plus and strong aptitude for technology.Excellent written and oral communication skills.Be an articulate & compelling speaker capable of communicating the value of eMite’s solution to all.Ability to navigate high-level conversations.Smart thinker, innovator, and decision-maker who can inspire customer loyalty.Can work with a high degree of autonomy.Great attitude and willingness to learn and develop new skills.A great listener, able to understand customers' goals and recommend the best solution based on their specific needs.Produces clear customer and internal reports selecting the most appropriate style for the audience.Thrive in a culture that’s all about teamwork and we are here for our customers no matter what.Highly DesirableContact center reporting / KPI knowledge and experience.Experience in web-based solutions and architectures.Business intelligence/data analytics/application and web development experience.Exposure to cloud computing platforms and technologies, i.e., Amazon web services.Security knowledge as it relates to enterprise application deployment and regulatory requirements (PCI, GDPR, etc.).Candidates must be Australian Citizens and will preferably hold an NV1 Clearance to progress.How to Apply:Please follow the instructions to apply. Your application should include:A brief Cover Letter outlining your suitability for the role.A current CV / Resume with contact details of at least two referees (who will only be contacted with your consent following the interview).As an equal opportunity employer, we value diversity and are committed to fostering a workplace that is respectful, welcoming, and inclusive where people are supported to draw strengths from their identity, culture, and community. We value the integral dignity of each person, and we encourage applications from all.We offer our staff a competitive salary package and a supportive, flexible working environment. If you want to join a global ASX company that makes a difference, apply now.Good Luck and we look forward to receiving your application.No Recruitment Agencies Please.Job Type: Full-timeSchedule:8 hour shiftMonday to FridayApplication Question(s):Do you have experience in a role which requires relationship management experience?Do you have technical pre-sales experience?What Customer Relationship Management (CRM) systems do you have experience using?Do you hold Australian Security Clearance?What is your expected annual base salary?Experience:Solutions Consultant: 3 years (Preferred)Solutions Engineer: 3 years (Preferred)Work Authorisation:Australia (Required)Work Location: Hybrid remote in SYDNEY, NSW 2000Show moreReport"
Polyglot Group4.1 ★,Fraud Analyst,Sydney,"$68,739",51 to 200 Employees,1995,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,"DATE POSTED  13/10/2023  JOB REFERENCE ID  16405  LOCATION  Sydney, Australia  GENERAL JOB DESCRIPTION  This role offers a unique opportunity to investigate and mitigate potential cases of fraud, making a substantial impact on minimizing losses and maximizing recovery.  KEY FACTS  A 50/50 hybrid work arrangement promoting work-life balance and productivity. Positive and people-centric company culture, join a dynamic team! Play a pivotal role in the Insurance Sector.  FULL JOB DESCRIPTION  Our partner, a global insurance company, is seeking a full-time permanent Fraud Analyst to join their collaborative team.  THE ROLE: As an Insurance Fraud Analyst, you will be instrumental in uncovering potential fraud cases. You will conduct thorough investigations, collecting evidence and building compelling cases. Your insights will direct our enforcement team to minimize losses and optimize recovery.  RESPONSIBILITIES:  Conduct thorough interviews with insured parties to gather vital information related to suspected fraudulent claims. Gather and analyze evidence to establish the validity of a claim and construct a compelling case. Provide regular updates and progress reports to your supervisor, offering recommendations for further action. Manage cases from inception to resolution, ensuring all required records and documentation are meticulously maintained. Collaborate with various stakeholders, including civil authorities and insurance information bureaus, to build and support developing cases. Lead and assist in the development and delivery of fraud detection training and educational programs. Play a pivotal role in managing the case workflow for our Investigations team.   SKILLS/ABILITIES:  A fundamental understanding of human behavior and performance. Strong teamwork skills, able to collaborate effectively with others. Proficient in data analysis, with a keen eye for detail. Excellent verbal and written communication skills. Demonstrates proficiency in investigative and analytical tasks. Applies lateral thinking to problem-solving, finding creative solutions. Possesses negotiation expertise to handle complex situations. Excels in time management, ensuring tasks are completed efficiently.  QUALIFICATIONS:  ﻿  Bachelor's degree in a related field (e.g., Criminal Justice, Insurance, Business). Previous experience in insurance fraud analysis or investigative work is a plus. Knowledge of insurance regulations and fraud prevention techniques is beneficial.Show moreReport"
D6,D6 - Business Analyst - NSW,Sydney,"$102,701",1 to 50 Employees,--,Private Practice / Firm,--,--,Unknown / Non-Applicable,"About us D6 Consulting supports the business side of digital transformation projects. Creating experiences based on human-centered design philosophy, we implement through tried and tested project management, change management and business analysis techniques, while focusing on enabling teams to change behaviour through improved user experience and effective change management. Our Business Analysts are also Consultants, we're great listeners, storytellers and can effectively articulate technology terms into business speak. The role As a Business Analyst with D6, you will play a pivotal role in bridging the gap between business objectives and technological solutions. Working closely with clients, understanding their business needs, analyzing processes, and providing recommendations to improve efficiency and effectiveness through technology. The Business Analyst will collaborate with cross-functional teams, including project managers, experience designers, developers and senior stakeholders to ensure successful delivery of technoloy solutions. Skills and Experience 5+ years of proven experience working as Business Analyst within complex Business and or technology environments Excellent communication skills with the ability to translate data into actionable insights. Proven effective stakeholder management – Ability to Liaise with people at all different levels of the business Strong understanding of both technical and non-technical business processes and requirements. Conduct stakeholder interviews, workshops, and facilitate meetings to drive effective communication and collaboration. Proficient in eliciting and documenting business requirements, use cases, and functional specifications. Strong knowledge of Agile practices and tools for managing requirements and backlogs, such as Jira, Confluence, etc. Highly proficient technical writing and workshop capabilities Detail oriented, inquisitive, and curious Why D6? Starting with our own D6 principles, we lead by example, enabling a diverse and inclusive environment as digital innovation is as much about people as it is technology. Our future is our people, collectively we are it's greatest strength and it's most valued asset. We are committed to providing a supportive environment where like-minded individuals work together to upskill ourselves, celebrate success, and provide our clients with real business outcomes. Most of all, we are supportive, creative, and genuinely a great bunch of people! If this sounds like you, please click the apply button below! Please note this is a permanent full-time position!Show moreReport"
Macquarie Group Limited4.0 ★,Business Analyst | Financial Risk Projects,Sydney,"$108,167",10000+ Employees,1969,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),"You will join a project delivery team tasked with supporting the Credit Risk, Market Risk and Prudential Risk divisions to achieve their ambitious change agendas. Our persistent internal project team comprises project professionals with varied experience who focus on complex initiatives delivering significant change due to regulatory and / or internal drivers for change.  At Macquarie, we are working to create lasting value for our communities, our clients and our people. We are a global financial services group operating in 34 markets and with 54 years of unbroken profitability. You’ll be part of a supportive team where everyone - no matter what role - contributes ideas and drive outcomes.  What role will you play?  You will initially focus on delivering the Market Risk Transformation Program, playing a key role from initiation through the full project cycle. Our multi-year program aims to deliver a new single future-proof Market Risk platform that is aligned with overall Technology strategy and supports business growth, by design. It will provide our Market Risk analysts a single view for all key market risk capabilities and outstanding actions, with underlying streamlined processes reducing complex/manual touch points, allowing for higher value work.  You will leverage your great communication skills and interest in Financial Markets to deliver end to end change in one or more projects, ensuring requirements are met and benefits realised, driving key outcomes as agreed with your business stakeholders like project agenda, workshops, requirements gathering, etc.) and influencing stakeholders.  What you offer  Solid experience as a Risk Business Analyst, with a good understanding of work required in the financial risk domain, if not direct experience Proven ability to embrace change and adapt to the variable needs of our dynamic business. Exceptional written and verbal communication skills, with experience in establishing effective working relationships with key stakeholders and managing expectations Previous involvement in delivering large and complex projects through geographically dispersed teams and external resources is desirable Prior experience in front or middle office roles, including product control, projects & change and/or trading functions is desirable  We love hearing from anyone inspired to build a better future with us, if you're excited about the role or working at Macquarie we encourage you to apply.  Benefits  Macquarie employees can access a wide range of benefits which, depending on eligibility criteria and location, include:  Hybrid and flexible working arrangements Wellbeing and service bonus leave Up to 20 weeks paid parental leave as well as benefits to support you as you transition to life as a working parent Paid volunteer leave and donation matching Range of benefits to support your physical, psychological and financial wellbeing  About the Risk Management Group  In our Risk Management Group, you will be part of an independent, and centralised function, responsible for independent and objective review and challenge, oversight, monitoring and reporting in relation to Macquarie’s material risks. Our divisions include behavioural risk, compliance, credit, financial crime risk, internal audit, market risk, operational risk and governance, prudential risk, and Risk Management Group central.  Our commitment to Diversity, Equity and Inclusion  We are committed to providing a working environment that embraces diversity, equity, and inclusion. We encourage people from all backgrounds to apply for a role regardless of their identity, including gender, race, ethnicity, cultural identity, nationality, age, sexual orientation, gender identity, intersex status, marital or family status, neurodiversity, religion or belief, disabilities, or socio-economic background.  If you require adjustments to your working arrangements or the recruitment process, please let us know when applying.   About Macquarie A career at Macquarie means you’ll have the opportunity to develop new skills, explore interesting fields and do challenging work that will impact the lives of people around the world—whether it’s accelerating the green energy transition, helping sustain global food supplies, financing social housing projects or investing in essential infrastructure. At Macquarie, we’re empowering people to innovate and invest for a better future. Macquarie is a global financial group providing clients with asset management, retail and business banking, wealth management, leasing and asset financing, market access, commodity trading, renewables development, specialist advisory, capital raising and principal investment.  Job no: RMG-974382 Work type: Agency Worker, Maximum term Location: Sydney Category: Mid-senior, Projects, Improvements & Change, Risk Management Group: Risk Management Group Division: RMG Central Recruiter: Owen Fox Opening Date: 02/11/2023Show moreReport"
Macquarie Group Limited4.0 ★,Senior Technical Business Analyst | Data,Sydney,"$108,167",10000+ Employees,1969,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),"Join our Commodities and Global Markets technology team where you will work alongside a group of technologists that are responsible for developing and maintaining ‘As Is’ applications for dataflows for downstream consumers. These components are used by our business and integrate with downstream processes that need our data for capital and liquidity purposes across our Finance, Risk, Group Treasury purposes.  This is a 12-month contract.  At Macquarie, we are working to create lasting value for our communities, our clients and our people. We are a global financial services group operating in 34 markets and with 54 years of unbroken profitability. You’ll be part of a supportive team where everyone - no matter what role - contributes ideas and drive outcomes.  What role will you play?  In this role, you will be analysing current data lineage, feeding data warehouses and reporting engines, and be responsible for designing change for our finance and risk systems, transforming our platform and processes and delivering trusted, timely data. Day to day you will, define and manage the backlog, work with stakeholders to understand and document desired outcomes, analyse data sources to map and source data inputs and build data models, and work with our teams to acquire, test and validate and transform new data and continuously identify opportunities to improve.  What you offer  Demonstrated experience working in a Senior Technical Business Analyst role, ideally with a development background Experience working in banking and financial services, including financial products Experience working with data focussed roles across data lineage, data analysis, data flows Experience with front to back system flows and product lifecycles Experience ensuring development meets business and functional requirements.  We love hearing from anyone inspired to build a better future with us, if you're excited about the role or working at Macquarie we encourage you to apply.  Benefits  Macquarie employees can access a wide range of benefits which, depending on eligibility criteria and location, include:  Hybrid and flexible working arrangements Wellbeing and service bonus leave Up to 20 weeks paid parental leave as well as benefits to support you as you transition to life as a working parent Paid volunteer leave and donation matching Range of benefits to support your physical, psychological and financial wellbeing  About the Corporate Operations Group  In our Corporate Operations Group, you will work at the heart of Macquarie. Join a collaborative team who accelerate digitalisation, sustainability and social impact for the benefit of our people, customers, shareholders and communities. Our teams include technology, digital transformation and data, operations, human resources, business services, corporate strategy and solutions and the Macquarie Group Foundation.  Our commitment to Diversity, Equity and Inclusion  We are committed to providing a working environment that embraces diversity, equity, and inclusion. We encourage people from all backgrounds to apply for a role regardless of their identity, including gender, race, ethnicity, cultural identity, nationality, age, sexual orientation, gender identity, intersex status, marital or family status, neurodiversity, religion or belief, disabilities, or socio-economic background.  If you require adjustments to your working arrangements or the recruitment process, please let us know when applying.   About Macquarie A career at Macquarie means you’ll have the opportunity to develop new skills, explore interesting fields and do challenging work that will impact the lives of people around the world—whether it’s accelerating the green energy transition, helping sustain global food supplies, financing social housing projects or investing in essential infrastructure. At Macquarie, we’re empowering people to innovate and invest for a better future. Macquarie is a global financial group providing clients with asset management, retail and business banking, wealth management, leasing and asset financing, market access, commodity trading, renewables development, specialist advisory, capital raising and principal investment.  Job no: COG-975113 Work type: Agency Worker Location: Sydney Category: Senior, Technology Group: Corporate Operations Group Division: Technology Recruiter: Kymberley Weir Opening Date: 05/11/2023Show moreReport"
NSW Government -Local Land Services4.1 ★,Senior Technical Data Analyst,New South Wales,"$150,725",501 to 1000 Employees,--,Government,National Services & Agencies,Government & Public Administration,Unknown / Non-Applicable,"Deliver with impact, connect to what matters & live your way with flexible working options  Ongoing Full Time Location: Willing to consider candidates across all NSW locations. Preference will be given to candidates based regionally, with a focus on Queanbeyan, Armidale, Dubbo and Coffs Harbour Salary from $139,787 to $161,663.00p.a + super Create a legacy using your specialist skills  About the Role  As a Senior Technical Data Analyst in Local Land Services (LLS), you will play a pivotal role in spearheading the development, maintenance, and implementation of data integration resources essential for the seamless operation of our business. You will take charge of managing the connectivity between various LLS systems, as well as with external entities, including other NSW Government agencies.  Your responsibilities extend to overseeing the LLS Reporting Data Warehouse (RDW), which is instrumental in providing insights and data for LLS decision-makers and compliance with legislative reporting requirements. You will act as a liaison between LLS and other Departments to ensure the availability and administration of critical resources required for data integration and RDW operation.  Why Join LLS?  Make a strategic impact on the future of land management in New South Wales Collaborate with a diverse range of stakeholders, both within the Department and external vendors Work on challenging and rewarding projects that have a real-world impact Be part of a team of passionate and talented individuals who are committed to making a difference  Key Responsibilities  Develop, maintain, and implement data integration solutions Manage the connectivity between various LLS systems and external entities Oversee the LLS Reporting Data Warehouse (RDW) Act as a liaison between LLS and other Departments Ensure the availability and administration of critical resources required for data integration and RDW operation  Skills and Experience  You will possess a combination of technical skills and relevant experience such as:  Proficiency in several data analytics focused programming languages, such as Python, R, and SQL Experience with CI/CD solutions, such as Microsoft Azure DevOps or GitBe Experience in database and storage resource management. Azure resource management, including ADLS and Key Vault Experience in data integration, data warehousing, stakeholder engagement, enterprise architecture, and data analytics. Expertise in data governance and cybersecurity in data systems. Strong data analysis and problem-solving skills  For more information on the Senior Data Analyst role, please refer to the detailed role overview. You can also view the role description and contact Robyn Silk, Director ICT Local Land Services with any questions about the role. Robyn on 0421 610 315 or via email robyn.silk@lls.nsw.gov.au  How to Apply  If this role sounds ideal to you, please apply via our online portal by submitting your resume and a brief cover letter outlining how your skills and experience match what we are looking for.  Applications through email will not be accepted.  Applications Close: Thursday 16 November 2023 at 11:55 pm  Please make sure you are available for interviews on Monday 27 November 2023.  Diversity and inclusion are core values of the Department of Regional NSW. The Department of Regional NSW is a workplace where everyone is able to contribute and participate to their full potential, and we are proud to have a team that reflects the richness and complexity of the regional NSW communities we serve.  We work hard every day to support and grow thriving communities across regional NSW that will have a positive impact on generations to come. Our goal is always to be a trusted local partner and problem-solver working deeply in the community.  Diversity and inclusion are core values of the Department of Regional NSW. The Department of Regional NSW is a workplace where everyone is able to contribute and participate to their full potential, and we are proud to have a team that reflects the richness and complexity of the regional NSW communities we serve.?  If you require adjustments in completing your application, interviewing, completing any pre- employment testing, require information in an alternative format, or otherwise participating in the recruitment process, please let us know so we can assist. Send an email to capability.talent@regional.nsw.gov.au or contact the hiring manager listed below for a confidential discussion.?  Additional Information:  The successful applicant in this role will be required to undergo reference checks, National Police Check, and Bankruptcy Check  A recruitment pool may be created for ongoing and temporary roles of the same role or role type that may become available for filling over the next eighteen months.Show moreReport"
Commonwealth Bank3.9 ★,"Finance Analyst, Financial Planning & Analysis (Expression of Interest)",Sydney,"$84,587",10000+ Employees,1911,Company - Public,Banking & Lending,Finance,$5 to $10 billion (USD),"""At CommBank we are proud to support flexibility, let's discuss what this means for you"" Express your interest in joining CBA in an FP&A capacity!  Whilst this is an Expression of Interest, we strongly encourage you to still apply for other roles in our business. Now is the time to join a recognised leading Financial Services team in the financial services industry. Given CommBanks commitment to building a simpler, better bank, we have a number of opportunities at the Analyst level supporting our Retail Bank, Business Bank and Institutional Banking and Markets. Analyst roles within the CBA team work closely with senior management and staff across all divisions of the Group. Express your interest today for a role and begin your journey to joining the #commbanklife. Do work that matters Consolidation of monthly revenue and expense information Assist with month end processes and submission Provide in-depth analysis of various expense items Provide timely responses to ad-hoc business request Providing a strong control focus including DQ reconciliations Develop a strong understanding of your business unit Contribute to the budgeting and forecasting process, including liaising with offshore counterparts Develop and improve the format, structure and content of management information provided Understand and suggest improvements to the data collection and dissemination process We’re interested in hearing from people who have CA / CPA qualification or working towards Business related degree (commerce, economics, business, finance, accounting) Demonstrated experience in accounting and financial management (e.g. budgeting, forecasting, performance reporting and analysis) Well-developed numeracy and analytical skills: identifying key issues, trends and themes Strong data analytics, MS Excel and SQL knowledge, highly desirable Good commercial acumen and attention to detail Understands business drivers to provide genuine business valued output and analysis Actively builds relationships within and across business streams, functional areas and regions Risk Mindset – All CommBank employees are expected to proactively identify and understand, openly discuss and act on current and future risks. What’s next? Our team is looking to connect with Risk professionals who are interested in being part of a high performing, customer-focused and passionate culture to build a simpler, better bank. We welcome you to express your interest and learn more about Finance Analyst opportunities. We will be in contact with suitable candidates. We support our people with the flexibility to balance where work is done with at least half their time each month connecting in office. We also have many other flexible working options available including changing start and finish times, part-time arrangements and job share to name a few. Talk to us about how these arrangements might work in the role you are interested in. If you're already part of the Commonwealth Bank Group (including Bankwest, x15ventures), you'll need to apply through Sidekick to submit a valid application. We’re keen to support you with the next step in your career. We're aware of some accessibility issues on this site, particularly for screen reader users. We want to make finding your dream job as easy as possible, so if you require additional support please contact HR Direct on 1800 989 696. Advertising End Date: 19/11/2023Show moreReport"
Dimensional Fund Advisors3.8 ★,Compliance and Risk Analyst,Sydney,,1001 to 5000 Employees,1981,Company - Private,Investment & Asset Management,Finance,$2 to $5 billion (USD),"Notes to applicants: Most roles at Dimensional will be part of our best-of-both hybrid working model. This includes working together in the office on Tuesdays, Wednesdays and Thursdays, and choosing to work where one works best on Mondays and Fridays. This maximizes in person collaboration and interaction while simultaneously providing flexibility. This broad universal approach applies to most roles globally with a few exceptions that require more or less time in the office. Please discuss with your Recruiter to confirm the details for this specific role. Resumes and portfolios (when applicable) are required as part of your application. When applying from a mobile device or tablet, you may not be able to attach a resume. If you cannot include an attachment at the time of your application, you will receive a follow up email asking you to attach your resume from a computer. Here at Dimensional, we strive to be an inclusive workplace for all. Even if you do not match every qualification listed, if you are interested in who we are, what we do, and why we do it, we suggest and encourage you to apply. Job Description: The Compliance Team Dimensional’s Compliance and Risk Management Department is charged with the development and oversight of the firm’s compliance internal controls, policies, and procedures, and risk management framework. Our global structure follows the sun, with compliance personnel established at each office to ensure compliance coverage around the clock. We have a consultative approach that embeds compliance and risk management staff within the groups they support wherever practical, encouraging communication among teams and improving efficiency with real-time guidance. Compliance teams coordinate the establishment and monitoring of processes and controls for compliance with applicable laws, rules, and regulatory standards; internal and client-directed guidelines; and contractual agreements. Team members with Risk in their title work with the business to integrate risk management practices across each department and at an enterprise level. The Opportunity The Compliance and Risk Analyst will primarily provide generalist compliance and risk support in the trading markets, internal controls and monitoring, and corporate compliance areas of the business. The role will also provide support within the Compliance and Risk team including maintenance and oversight of monthly monitoring tasks, preparation of compliance materials and supporting the new hire induction process. This role will offer broad exposure to a wide range of compliance and risk functions in a collaborative and supportive team where opportunities exist for members to contribute both to the firm’s success and to their own. Serve as a compliance and risk resource and point of contact for business partners (Portfolio Management, Trading, Product Management, Client Relations and Marketing). Extract investment guidelines from offer documents, investment management agreements, and other contractual portfolio constituent documents. Assist with the administration and maintenance of the Charles River Investment Management System (CRIMS), including daily mandate monitoring, rule creation, testing, new account set-up, and production enhancements. Assist with investigation and analysis for all trading and financial markets related incidents. Participate in the design, refinement, and execution of monitoring systems, internal controls and corporate compliance procedures, and any associated audits and/or risk assessments of said controls and/or systems. Assist to convey often complex regulatory and investment concepts to internal and external stakeholders. Assist the global compliance team with surveillance and forensic testing of the front office compliance program, as well as the review and maintenance of compliance policies and procedures. Assist the global risk management team with maintaining appropriate risk management systems. Assist the local Compliance and Risk team with the maintenance and oversight of the Code of Ethics, internal register reviews and monitoring programs, as well as assisting with the drafting of compliance papers and working group materials. Develop a commercial understanding of Chapter 5C (Managed Invest Schemes) and Chapter 7 (Financial Services and Markets) of the Corporations Act and associated ASIC Regulatory Guides as well as internal policies so as to assist the business in providing relevant compliance and regulatory advice. Requirements / Qualifications 1-3+ years’ experience with an investment manager, audit or financial risk/compliance consulting business. Working knowledge of equity products; fixed income and derivatives knowledge a plus. Well-developed computer skills: intermediate to expert use of MS office is essential. Familiarity with CRIMS or similar portfolio mandate monitoring system is highly desired; as is experience with Sharepoint and MS Power BI. Experience with object-oriented data base platforms and process automation a major plus (SQL, VBA, etc). Self-motivated individual who has high standards for accuracy and attention to detail who is capable of rapidly learning key elements of the business, working on multiple projects and meeting deadlines. Must work well independently, with local business partners, and as part of a global team. Excellent written and verbal communication skills and comfortable presenting to internal and external stakeholders. Strong work ethic and ability to demonstrate initiative and personal integrity and act as a fiduciary for the business. Ability to balance commercial considerations with reputational and legal/regulatory risk. Knowledge of ISO 31000 – Compliance Programs; and ISO 31000 – Risk Management. Bachelor’s degree in Finance, Accounting, Economics or similar. Dimensional offers a variety of programs to help take care of you, your family, and your career, including comprehensive benefits, educational initiatives, and special celebrations of our history, culture, and growth. It is the policy of the Company to provide equal employment opportunity for all applicants and employees. The Company does not unlawfully discriminate on the basis of race, color, religion, creed, sex, gender, gender identity, gender expression, national origin, age, disability, genetic information, ancestry, medical condition, marital status, covered veteran status, citizenship status, sexual orientation, or any other protected status. This policy applies to all areas of employment including recruitment, hiring, training, job assignment, promotion, compensation, benefits, transfer, discipline, termination, and social and recreational programs.Show moreReport"
Green by Nature4.0 ★,HR System Analyst,Botany,"$102,740",1 to 50 Employees,--,Company - Public,--,--,Unknown / Non-Applicable,"We are seeking a talented HR/System Analyst to join our dynamic team at Green by Nature, where we are currently building our Group People & Safety function. This role will have a unique opportunity to help design and develop a new centralised payroll and HRIS system, manage the ongoing system support and drive key change initiatives across the business. Reporting to the Head of Remuneration, Systems & Reporting, this is a fantastic opportunity for an individual with a passion for data integrity, people analytics, process improvement and an interest in remuneration. You will play a vital role in developing and optimising our HR practices, as well as providing insights and analysis to support the broader business. Responsibilities Support the development of our new centralised payroll and HRIS for the group Establish data governance procedures and best-practice HR processes, leveraging technology Ongoing HRIS system and data management Analyse people data to identify trends, make recommendations, and provide insights to HR and senior management Prepare reports and dashboards on people metrics Assist with the development, implementation, and management of employee reward and recognition programs Support the annual performance and remuneration review processes About you Bachelor's degree in HR, Business, Statistics, or related field. Strong analytical skills with expertise in data manipulation, analysis, and visualisation Strong proficiency in Excel Previous experience with various HR Information Systems or advanced data analytics tools (eg. Tableau, PowerBI) an advantage Exceptional attention to detail and the ability to maintain confidentiality and discretion Strong organisational and project management skills, with the ability to thrive in a fast-paced, dynamic environment with limited supervision Sound knowledge of compensation and benefits practices, market trends, and regulatory requirements Excellent communication skills, both written and verbal Familiarity with HR processes, policies, and performance management systems Our Team and Culture: As part of the Green by Nature group, we embrace and celebrate diversity, equity, and inclusion. If you're worried about not meeting all the requirements, don't be – we care more about your potential than checkboxes. So, go ahead and apply – don't let the confidence gap hold you back. To apply, please submit your resume and a cover letter detailing your relevant experience and why you are the ideal candidate for this role.Show moreReport"
